label,group_id,loglik,mse,purchases,rank_ll,rank_se
nf_ctl,47,-5.014614371366279,0.9761731524800146,215.0,4.0,6.0
nf_ctl,48,-6.203668594360352,0.9534000555674235,48.0,4.0,3.0
nf_ctl,49,-4.368301832144029,0.9619155843739747,381.0,6.0,2.0
nf_ctl,50,-3.6526988636363638,0.8733413644912669,297.0,4.0,1.0
nf_ctl,51,-4.540501092069892,0.938628658171623,186.0,4.0,5.0
nf_ctl,52,-5.523575686336903,0.974897148903836,89.0,5.0,5.0
nf_ctl,53,-3.5981454490718985,0.9371093520544526,532.0,4.0,4.0
nf_ctl,54,-3.4372882503094058,0.9299385901724938,505.0,4.0,6.0
nf_ctl,55,-4.08767677919708,0.9243439537475289,411.0,4.0,3.0
nf_split,0,-5.288420667146381,0.9816945929276316,190.0,3.0,4.0
nf_split,1,-5.992285634957108,0.9590974695542279,51.0,3.0,2.0
nf_split,2,-4.749323418799867,0.9666605198636968,282.0,7.0,7.0
nf_split,3,-4.1221015784656,0.9360712451571015,367.0,5.0,5.0
nf_split,4,-7.32901123046875,1.0001014709472655,50.0,3.0,1.0
nf_split,5,-4.246373857770648,0.9494592575799852,336.0,2.0,4.0
nf_split,6,-4.251328079788773,0.8836272439838927,162.0,3.0,6.0
nf_split,7,-3.804884033203125,0.93608984375,500.0,5.0,5.0
nf_split,8,-5.930450908954327,0.9911375779371995,130.0,5.0,5.0
nf_split,9,-5.01387149586397,0.9443552353802849,170.0,2.0,2.0
nf_split,10,-4.3475499471028645,0.9376799265543619,240.0,1.0,5.0
nf_split,11,-4.675574467099946,0.967538438994309,232.0,6.0,6.0
nf_split,12,-6.387050480037541,0.9916918866046063,77.0,6.0,5.0
nf_split,13,-3.4279213509908537,0.9150742693645199,410.0,4.0,3.0
nf_split,14,-6.015444303813734,0.9786217338160464,76.0,6.0,6.0
nf_split,15,-5.325214142495013,0.983404037800241,188.0,4.0,3.0
nf_split,16,-4.241755795418766,0.9521007778062027,397.0,6.0,3.0
nf_split,17,-6.048101251775568,0.9913054957534327,99.0,5.0,5.0
nf_split,18,-6.165624776017776,0.9953709873584432,109.0,7.0,6.0
nf_split,19,-5.564246925147804,0.9671294753615921,74.0,3.0,5.0
nf_split,20,-2.794152346524325,0.8815278139981356,1408.0,4.0,2.0
nf_split,21,-5.215957179214016,0.9602572354403409,165.0,4.0,4.0
nf_split,22,-5.876433515970686,0.9925939509298949,113.0,6.0,4.0
nf_split,23,-5.502206604337432,0.9853594003479338,183.0,4.0,5.0
nf_split,24,-5.675859410128147,0.98626708984375,139.0,6.0,6.0
nf_split,25,-5.736256626674107,0.9729148864746093,140.0,6.0,7.0
nf_split,26,-4.334420489449786,0.9505935190749644,351.0,6.0,5.0
nf_split,27,-4.599239274567249,0.8997457915661382,51.0,2.0,2.0
nf_split,28,-6.511270059121622,0.9954374158704603,74.0,6.0,7.0
nf_split,29,-5.153941371984649,0.9613541720206278,114.0,5.0,5.0
nf_split,30,-4.433576448695866,0.9682958407664862,381.0,4.0,3.0
nf_split,31,-4.702304017310049,0.9695422602634803,255.0,7.0,7.0
nf_split,32,-4.667832851409912,0.9752816557884216,256.0,6.0,3.0
nf_split,33,-2.4471627604166666,0.73923974609375,375.0,6.0,5.0
nf_split,34,-6.400298571977459,0.9928105463747119,61.0,4.0,7.0
nf_split,35,-5.868651625689338,0.9798708747414981,85.0,2.0,2.0
nf_split,36,-3.6886563865087365,0.9395413962743615,372.0,2.0,3.0
nf_split,37,-5.899104884413422,0.9945414808929943,122.0,4.0,7.0
nf_split,38,-4.136081805692257,0.9170295134616961,381.0,5.0,5.0
nf_split,39,-6.597990853445871,1.001216207231794,56.0,4.0,5.0
nf_split,40,-6.958145466256649,0.9948241051207197,47.0,4.0,6.0
nf_split,41,-3.8809656570386437,0.9518746457265379,634.0,3.0,3.0
nf_split,42,-5.942669412364131,0.961821348770805,92.0,6.0,5.0
nf_split,43,-5.344499030080782,0.9650760572783801,147.0,4.0,5.0
nf_split,44,-3.652630974264706,0.9259666786061851,578.0,4.0,5.0
nf_split,45,-5.509104719065657,0.959045718414615,99.0,7.0,7.0
nf_split,46,-4.7711186465538535,0.9536862580672555,253.0,5.0,1.0
nf_split,47,-4.977790016351745,0.9759636457576308,215.0,1.0,5.0
nf_split,48,-6.2959849039713545,0.9548269112904867,48.0,6.0,5.0
nf_split,49,-4.31025755874754,0.9628102059752297,381.0,1.0,4.0
nf_split,50,-3.6856759325021042,0.8812857990714436,297.0,6.0,6.0
nf_split,51,-4.58776363249748,0.939390613186744,186.0,7.0,7.0
nf_split,52,-5.459971910112359,0.9738688951127985,89.0,1.0,4.0
nf_split,53,-3.5761282784598216,0.9336085498781133,532.0,1.0,2.0
nf_split,54,-3.4546128074721536,0.9296780727877475,505.0,5.0,5.0
nf_split,55,-4.117747063184306,0.924393479841469,411.0,7.0,4.0
nf_ks,0,-5.316322085731908,0.9773639879728618,190.0,4.0,1.0
nf_ks,1,-6.054904114966299,0.9616497264188879,51.0,4.0,3.0
nf_ks,2,-4.62740158189273,0.9596986161901596,282.0,2.0,3.0
nf_ks,3,-4.049641040105586,0.9329133826315565,367.0,1.0,2.0
nf_ks,4,-7.545936279296875,1.002830810546875,50.0,6.0,8.0
nf_ks,5,-4.305105300176711,0.9473448253813244,336.0,5.0,3.0
nf_ks,6,-4.448973855854552,0.8763141396604939,162.0,6.0,3.0
nf_ks,7,-3.6392470703125,0.92224609375,500.0,2.0,1.0
nf_ks,8,-5.920341609074519,0.9915175217848557,130.0,3.0,6.0
nf_ks,9,-5.040383372587316,0.9482872458065257,170.0,4.0,6.0
nf_ks,10,-4.463479614257812,0.9333417256673177,240.0,7.0,1.0
nf_ks,11,-4.58764753670528,0.9614482748097387,232.0,3.0,1.0
nf_ks,12,-6.3433770514153816,0.9909245874974635,77.0,2.0,2.0
nf_ks,13,-3.392131526295732,0.9108144620569741,410.0,3.0,1.0
nf_ks,14,-6.011785406815378,0.9724085958380448,76.0,5.0,2.0
nf_ks,15,-5.421219196725399,0.9851437832446809,188.0,7.0,7.0
nf_ks,16,-4.153917442340995,0.9544434054972843,397.0,1.0,6.0
nf_ks,17,-5.959981899068813,0.9907591848662405,99.0,2.0,3.0
nf_ks,18,-5.979538103856078,0.9933838450580562,109.0,2.0,2.0
nf_ks,19,-5.581713702227618,0.9612803072542757,74.0,5.0,1.0
nf_ks,20,-2.818541093306108,0.8833297382701527,1408.0,6.0,3.0
nf_ks,21,-5.25013427734375,0.961001494436553,165.0,5.0,5.0
nf_ks,22,-5.87192879735896,0.9925227882587804,113.0,5.0,3.0
nf_ks,23,-5.512400476007514,0.9848686176571039,183.0,5.0,2.0
nf_ks,24,-5.648145936375899,0.9828655874128822,139.0,5.0,1.0
nf_ks,25,-5.657786778041294,0.9717026846749443,140.0,4.0,3.0
nf_ks,26,-4.246704449341168,0.9481750662170584,351.0,1.0,1.0
nf_ks,27,-4.779664282705269,0.9055475721172258,51.0,7.0,3.0
nf_ks,28,-6.4835844297666805,0.9935341912346918,74.0,4.0,1.0
nf_ks,29,-5.1018119945860745,0.9574480558696546,114.0,2.0,3.0
nf_ks,30,-4.429442398191437,0.9677518108698326,381.0,3.0,2.0
nf_ks,31,-4.673997587316176,0.9646677054610907,255.0,6.0,3.0
nf_ks,32,-4.676363945007324,0.9732964038848877,256.0,7.0,1.0
nf_ks,33,-2.4520543619791666,0.7415652669270834,375.0,7.0,7.0
